,ciudad_de_ubicaci_n,fecha_reporte_web,conteo_confirmados,conteo_recuperado,conteo_fallecidos,casos_activos,acumulado_dia_confirmados,acumulado_dia_recuperado,acumulado_dia_fallecidos,acumulado_dia_activos
677,Medellín,2020-03-09,1,1.0,0.0,0.0,1,1.0,0.0,0.0
678,Medellín,2020-03-11,2,2.0,0.0,0.0,3,3.0,0.0,0.0
679,Medellín,2020-03-14,2,2.0,0.0,0.0,5,5.0,0.0,0.0
680,Medellín,2020-03-15,1,1.0,0.0,0.0,6,6.0,0.0,0.0
681,Medellín,2020-03-19,3,3.0,0.0,0.0,9,9.0,0.0,0.0
682,Medellín,2020-03-20,7,7.0,0.0,0.0,16,16.0,0.0,0.0
683,Medellín,2020-03-21,1,1.0,0.0,0.0,17,17.0,0.0,0.0
684,Medellín,2020-03-22,2,2.0,0.0,0.0,19,19.0,0.0,0.0
685,Medellín,2020-03-23,13,13.0,0.0,0.0,32,32.0,0.0,0.0
686,Medellín,2020-03-25,6,6.0,0.0,0.0,38,38.0,0.0,0.0
687,Medellín,2020-03-28,4,4.0,0.0,0.0,42,42.0,0.0,0.0
688,Medellín,2020-03-29,8,8.0,0.0,0.0,50,50.0,0.0,0.0
689,Medellín,2020-03-30,8,8.0,0.0,0.0,58,58.0,0.0,0.0
690,Medellín,2020-03-31,4,4.0,0.0,0.0,62,62.0,0.0,0.0
691,Medellín,2020-04-01,1,1.0,0.0,0.0,63,63.0,0.0,0.0
692,Medellín,2020-04-02,10,10.0,0.0,0.0,73,73.0,0.0,0.0
693,Medellín,2020-04-03,11,11.0,0.0,0.0,84,84.0,0.0,0.0
694,Medellín,2020-04-04,2,2.0,0.0,0.0,86,86.0,0.0,0.0
695,Medellín,2020-04-05,9,9.0,0.0,0.0,95,95.0,0.0,0.0
696,Medellín,2020-04-06,5,4.0,1.0,0.0,100,99.0,1.0,0.0
697,Medellín,2020-04-07,13,13.0,0.0,0.0,113,112.0,1.0,0.0
698,Medellín,2020-04-08,27,27.0,0.0,0.0,140,139.0,1.0,0.0
699,Medellín,2020-04-09,2,2.0,0.0,0.0,142,141.0,1.0,0.0
700,Medellín,2020-04-10,5,5.0,0.0,0.0,147,146.0,1.0,0.0
701,Medellín,2020-04-11,3,3.0,0.0,0.0,150,149.0,1.0,0.0
702,Medellín,2020-04-12,7,7.0,0.0,0.0,157,156.0,1.0,0.0
703,Medellín,2020-04-13,10,10.0,0.0,0.0,167,166.0,1.0,0.0
704,Medellín,2020-04-14,13,13.0,0.0,0.0,180,179.0,1.0,0.0
705,Medellín,2020-04-15,10,10.0,0.0,0.0,190,189.0,1.0,0.0
706,Medellín,2020-04-16,4,3.0,1.0,0.0,194,192.0,2.0,0.0
707,Medellín,2020-04-17,6,6.0,0.0,0.0,200,198.0,2.0,0.0
708,Medellín,2020-04-18,8,8.0,0.0,0.0,208,206.0,2.0,0.0
709,Medellín,2020-04-19,11,10.0,1.0,0.0,219,216.0,3.0,0.0
710,Medellín,2020-04-20,6,6.0,0.0,0.0,225,222.0,3.0,0.0
711,Medellín,2020-04-21,3,3.0,0.0,0.0,228,225.0,3.0,0.0
712,Medellín,2020-04-22,6,6.0,0.0,0.0,234,231.0,3.0,0.0
713,Medellín,2020-04-23,15,15.0,0.0,0.0,249,246.0,3.0,0.0
714,Medellín,2020-04-24,5,5.0,0.0,0.0,254,251.0,3.0,0.0
715,Medellín,2020-04-25,1,1.0,0.0,0.0,255,252.0,3.0,0.0
716,Medellín,2020-04-26,3,3.0,0.0,0.0,258,255.0,3.0,0.0
717,Medellín,2020-04-27,8,8.0,0.0,0.0,266,263.0,3.0,0.0
718,Medellín,2020-04-28,3,3.0,0.0,0.0,269,266.0,3.0,0.0
719,Medellín,2020-04-29,4,4.0,0.0,0.0,273,270.0,3.0,0.0
720,Medellín,2020-04-30,4,4.0,0.0,0.0,277,274.0,3.0,0.0
721,Medellín,2020-05-01,1,1.0,0.0,0.0,278,275.0,3.0,0.0
722,Medellín,2020-05-03,6,6.0,0.0,0.0,284,281.0,3.0,0.0
723,Medellín,2020-05-04,3,3.0,0.0,0.0,287,284.0,3.0,0.0
724,Medellín,2020-05-05,3,3.0,0.0,0.0,290,287.0,3.0,0.0
725,Medellín,2020-05-06,3,3.0,0.0,0.0,293,290.0,3.0,0.0
726,Medellín,2020-05-07,3,3.0,0.0,0.0,296,293.0,3.0,0.0
727,Medellín,2020-05-08,3,3.0,0.0,0.0,299,296.0,3.0,0.0
728,Medellín,2020-05-09,1,1.0,0.0,0.0,300,297.0,3.0,0.0
729,Medellín,2020-05-10,2,2.0,0.0,0.0,302,299.0,3.0,0.0
730,Medellín,2020-05-11,5,5.0,0.0,0.0,307,304.0,3.0,0.0
731,Medellín,2020-05-12,4,3.0,1.0,0.0,311,307.0,4.0,0.0
732,Medellín,2020-05-13,7,7.0,0.0,0.0,318,314.0,4.0,0.0
733,Medellín,2020-05-14,10,10.0,0.0,0.0,328,324.0,4.0,0.0
734,Medellín,2020-05-15,7,6.0,1.0,0.0,335,330.0,5.0,0.0
735,Medellín,2020-05-16,6,5.0,1.0,0.0,341,335.0,6.0,0.0
736,Medellín,2020-05-17,8,8.0,0.0,0.0,349,343.0,6.0,0.0
737,Medellín,2020-05-18,6,6.0,0.0,0.0,355,349.0,6.0,0.0
738,Medellín,2020-05-19,13,13.0,0.0,0.0,368,362.0,6.0,0.0
739,Medellín,2020-05-20,4,4.0,0.0,0.0,372,366.0,6.0,0.0
740,Medellín,2020-05-21,13,13.0,0.0,0.0,385,379.0,6.0,0.0
741,Medellín,2020-05-22,8,8.0,0.0,0.0,393,387.0,6.0,0.0
742,Medellín,2020-05-23,34,34.0,0.0,0.0,427,421.0,6.0,0.0
743,Medellín,2020-05-24,13,13.0,0.0,0.0,440,434.0,6.0,0.0
744,Medellín,2020-05-25,6,6.0,0.0,0.0,446,440.0,6.0,0.0
745,Medellín,2020-05-26,23,23.0,0.0,0.0,469,463.0,6.0,0.0
746,Medellín,2020-05-27,14,14.0,0.0,0.0,483,477.0,6.0,0.0
747,Medellín,2020-05-28,21,21.0,0.0,0.0,504,498.0,6.0,0.0
748,Medellín,2020-05-29,11,11.0,0.0,0.0,515,509.0,6.0,0.0
749,Medellín,2020-05-30,16,16.0,0.0,0.0,531,525.0,6.0,0.0
750,Medellín,2020-05-31,17,17.0,0.0,0.0,548,542.0,6.0,0.0
751,Medellín,2020-06-01,5,5.0,0.0,0.0,553,547.0,6.0,0.0
752,Medellín,2020-06-02,24,24.0,0.0,0.0,577,571.0,6.0,0.0
753,Medellín,2020-06-03,16,16.0,0.0,0.0,593,587.0,6.0,0.0
754,Medellín,2020-06-04,13,13.0,0.0,0.0,606,600.0,6.0,0.0
755,Medellín,2020-06-05,12,12.0,0.0,0.0,618,612.0,6.0,0.0
756,Medellín,2020-06-06,13,13.0,0.0,0.0,631,625.0,6.0,0.0
757,Medellín,2020-06-07,16,14.0,2.0,0.0,647,639.0,8.0,0.0
758,Medellín,2020-06-08,28,28.0,0.0,0.0,675,667.0,8.0,0.0
759,Medellín,2020-06-09,34,32.0,0.0,2.0,709,699.0,8.0,2.0
760,Medellín,2020-06-10,28,28.0,0.0,0.0,737,727.0,8.0,2.0
761,Medellín,2020-06-11,18,18.0,0.0,0.0,755,745.0,8.0,2.0
762,Medellín,2020-06-12,29,27.0,1.0,1.0,784,772.0,9.0,3.0
763,Medellín,2020-06-13,33,32.0,0.0,1.0,817,804.0,9.0,4.0
764,Medellín,2020-06-14,32,32.0,0.0,0.0,849,836.0,9.0,4.0
765,Medellín,2020-06-15,51,50.0,1.0,0.0,900,886.0,10.0,4.0
766,Medellín,2020-06-16,35,34.0,0.0,1.0,935,920.0,10.0,5.0
767,Medellín,2020-06-17,38,36.0,0.0,2.0,973,956.0,10.0,7.0
768,Medellín,2020-06-18,62,58.0,2.0,2.0,1035,1014.0,12.0,9.0
769,Medellín,2020-06-19,92,89.0,1.0,2.0,1127,1103.0,13.0,11.0
770,Medellín,2020-06-20,45,41.0,1.0,3.0,1172,1144.0,14.0,14.0
771,Medellín,2020-06-21,64,61.0,1.0,2.0,1236,1205.0,15.0,16.0
772,Medellín,2020-06-22,40,40.0,0.0,0.0,1276,1245.0,15.0,16.0
773,Medellín,2020-06-23,53,53.0,0.0,0.0,1329,1298.0,15.0,16.0
774,Medellín,2020-06-24,83,76.0,4.0,3.0,1412,1374.0,19.0,19.0
775,Medellín,2020-06-25,94,87.0,4.0,3.0,1506,1461.0,23.0,22.0
776,Medellín,2020-06-26,119,112.0,5.0,2.0,1625,1573.0,28.0,24.0
777,Medellín,2020-06-27,132,125.0,5.0,2.0,1757,1698.0,33.0,26.0
778,Medellín,2020-06-28,128,119.0,5.0,4.0,1885,1817.0,38.0,30.0
779,Medellín,2020-06-29,74,68.0,0.0,6.0,1959,1885.0,38.0,36.0
780,Medellín,2020-06-30,123,114.0,1.0,8.0,2082,1999.0,39.0,44.0
781,Medellín,2020-07-01,117,106.0,5.0,6.0,2199,2105.0,44.0,50.0
782,Medellín,2020-07-02,180,167.0,3.0,10.0,2379,2272.0,47.0,60.0
783,Medellín,2020-07-03,145,134.0,5.0,6.0,2524,2406.0,52.0,66.0
784,Medellín,2020-07-04,230,206.0,7.0,17.0,2754,2612.0,59.0,83.0
785,Medellín,2020-07-05,166,154.0,3.0,9.0,2920,2766.0,62.0,92.0
786,Medellín,2020-07-06,228,216.0,6.0,6.0,3148,2982.0,68.0,98.0
787,Medellín,2020-07-07,240,215.0,6.0,19.0,3388,3197.0,74.0,117.0
788,Medellín,2020-07-08,233,215.0,10.0,8.0,3621,3412.0,84.0,125.0
789,Medellín,2020-07-09,300,289.0,4.0,7.0,3921,3701.0,88.0,132.0
790,Medellín,2020-07-10,407,378.0,14.0,15.0,4328,4079.0,102.0,147.0
791,Medellín,2020-07-11,160,146.0,3.0,11.0,4488,4225.0,105.0,158.0
792,Medellín,2020-07-12,304,280.0,11.0,13.0,4792,4505.0,116.0,171.0
793,Medellín,2020-07-13,227,199.0,9.0,19.0,5019,4704.0,125.0,190.0
794,Medellín,2020-07-14,545,496.0,12.0,37.0,5564,5200.0,137.0,227.0
795,Medellín,2020-07-15,471,432.0,17.0,22.0,6035,5632.0,154.0,249.0
796,Medellín,2020-07-16,451,412.0,12.0,27.0,6486,6044.0,166.0,276.0
797,Medellín,2020-07-17,599,581.0,7.0,11.0,7085,6625.0,173.0,287.0
798,Medellín,2020-07-18,886,865.0,7.0,14.0,7971,7490.0,180.0,301.0
799,Medellín,2020-07-19,459,433.0,10.0,16.0,8430,7923.0,190.0,317.0
800,Medellín,2020-07-20,691,662.0,12.0,17.0,9121,8585.0,202.0,334.0
801,Medellín,2020-07-21,1000,943.0,32.0,25.0,10121,9528.0,234.0,359.0
802,Medellín,2020-07-22,626,582.0,30.0,14.0,10747,10110.0,264.0,373.0
803,Medellín,2020-07-23,464,427.0,14.0,23.0,11211,10537.0,278.0,396.0
804,Medellín,2020-07-24,789,739.0,14.0,36.0,12000,11276.0,292.0,432.0
805,Medellín,2020-07-25,762,718.0,22.0,22.0,12762,11994.0,314.0,454.0
806,Medellín,2020-07-26,591,566.0,11.0,14.0,13353,12560.0,325.0,468.0
807,Medellín,2020-07-27,1229,1160.0,35.0,34.0,14582,13720.0,360.0,502.0
808,Medellín,2020-07-28,674,636.0,17.0,21.0,15256,14356.0,377.0,523.0
809,Medellín,2020-07-29,943,866.0,36.0,41.0,16199,15222.0,413.0,564.0
810,Medellín,2020-07-30,847,814.0,8.0,25.0,17046,16036.0,421.0,589.0
811,Medellín,2020-07-31,1101,1038.0,24.0,39.0,18147,17074.0,445.0,628.0
812,Medellín,2020-08-01,1579,1527.0,19.0,33.0,19726,18601.0,464.0,661.0
813,Medellín,2020-08-02,1225,1168.0,34.0,23.0,20951,19769.0,498.0,684.0
814,Medellín,2020-08-03,1654,1604.0,33.0,17.0,22605,21373.0,531.0,701.0
815,Medellín,2020-08-04,652,619.0,14.0,19.0,23257,21992.0,545.0,720.0
816,Medellín,2020-08-05,819,766.0,21.0,32.0,24076,22758.0,566.0,752.0
817,Medellín,2020-08-06,794,728.0,24.0,42.0,24870,23486.0,590.0,794.0
818,Medellín,2020-08-07,1215,1144.0,35.0,36.0,26085,24630.0,625.0,830.0
819,Medellín,2020-08-08,903,866.0,11.0,26.0,26988,25496.0,636.0,856.0
820,Medellín,2020-08-09,1005,972.0,10.0,23.0,27993,26468.0,646.0,879.0
821,Medellín,2020-08-10,1623,1556.0,30.0,37.0,29616,28024.0,676.0,916.0
822,Medellín,2020-08-11,1100,1063.0,20.0,17.0,30716,29087.0,696.0,933.0
823,Medellín,2020-08-12,957,904.0,21.0,32.0,31673,29991.0,717.0,965.0
824,Medellín,2020-08-13,873,822.0,19.0,32.0,32546,30813.0,736.0,997.0
825,Medellín,2020-08-14,1032,966.0,35.0,31.0,33578,31779.0,771.0,1028.0
826,Medellín,2020-08-15,1011,963.0,16.0,32.0,34589,32742.0,787.0,1060.0
827,Medellín,2020-08-16,873,817.0,21.0,35.0,35462,33559.0,808.0,1095.0
828,Medellín,2020-08-17,619,577.0,10.0,32.0,36081,34136.0,818.0,1127.0
829,Medellín,2020-08-18,908,771.0,26.0,111.0,36989,34907.0,844.0,1238.0
830,Medellín,2020-08-19,973,688.0,26.0,259.0,37962,35595.0,870.0,1497.0
831,Medellín,2020-08-20,427,293.0,9.0,125.0,38389,35888.0,879.0,1622.0
832,Medellín,2020-08-21,680,286.0,7.0,387.0,39069,36174.0,886.0,2009.0
833,Medellín,2020-08-22,921,696.0,15.0,210.0,39990,36870.0,901.0,2219.0
834,Medellín,2020-08-23,800,482.0,25.0,293.0,40790,37352.0,926.0,2512.0
835,Medellín,2020-08-24,529,93.0,4.0,432.0,41319,37445.0,930.0,2944.0
836,Medellín,2020-08-25,614,187.0,9.0,418.0,41933,37632.0,939.0,3362.0
837,Medellín,2020-08-26,1351,129.0,19.0,1203.0,43284,37761.0,958.0,4565.0
838,Medellín,2020-08-27,720,30.0,5.0,685.0,44004,37791.0,963.0,5250.0
839,Medellín,2020-08-28,1014,217.0,13.0,784.0,45018,38008.0,976.0,6034.0
840,Medellín,2020-08-29,754,8.0,9.0,737.0,45772,38016.0,985.0,6771.0
841,Medellín,2020-08-30,569,2.0,4.0,563.0,46341,38018.0,989.0,7334.0
842,Medellín,2020-08-31,923,0.0,4.0,919.0,47264,38018.0,993.0,8253.0
843,Medellín,2020-09-01,633,0.0,3.0,630.0,47897,38018.0,996.0,8883.0
844,Medellín,2020-09-02,732,0.0,4.0,728.0,48629,38018.0,1000.0,9611.0
845,Medellín,2020-09-03,278,0.0,0.0,278.0,48907,38018.0,1000.0,9889.0
163,Bogotá D.C.,2020-03-06,1,1.0,0.0,0.0,1,1.0,0.0,0.0
164,Bogotá D.C.,2020-03-11,2,2.0,0.0,0.0,3,3.0,0.0,0.0
165,Bogotá D.C.,2020-03-12,2,2.0,0.0,0.0,5,5.0,0.0,0.0
166,Bogotá D.C.,2020-03-13,1,1.0,0.0,0.0,6,6.0,0.0,0.0
167,Bogotá D.C.,2020-03-14,10,10.0,0.0,0.0,16,16.0,0.0,0.0
168,Bogotá D.C.,2020-03-15,10,10.0,0.0,0.0,26,26.0,0.0,0.0
169,Bogotá D.C.,2020-03-16,6,6.0,0.0,0.0,32,32.0,0.0,0.0
170,Bogotá D.C.,2020-03-17,7,7.0,0.0,0.0,39,39.0,0.0,0.0
171,Bogotá D.C.,2020-03-18,5,5.0,0.0,0.0,44,44.0,0.0,0.0
172,Bogotá D.C.,2020-03-19,8,8.0,0.0,0.0,52,52.0,0.0,0.0
173,Bogotá D.C.,2020-03-20,27,25.0,2.0,0.0,79,77.0,2.0,0.0
174,Bogotá D.C.,2020-03-21,5,5.0,0.0,0.0,84,82.0,2.0,0.0
175,Bogotá D.C.,2020-03-22,4,3.0,1.0,0.0,88,85.0,3.0,0.0
176,Bogotá D.C.,2020-03-23,29,27.0,2.0,0.0,117,112.0,5.0,0.0
177,Bogotá D.C.,2020-03-24,41,39.0,2.0,0.0,158,151.0,7.0,0.0
178,Bogotá D.C.,2020-03-25,14,14.0,0.0,0.0,172,165.0,7.0,0.0
179,Bogotá D.C.,2020-03-26,7,6.0,1.0,0.0,179,171.0,8.0,0.0
180,Bogotá D.C.,2020-03-27,38,36.0,2.0,0.0,217,207.0,10.0,0.0
181,Bogotá D.C.,2020-03-28,38,35.0,3.0,0.0,255,242.0,13.0,0.0
182,Bogotá D.C.,2020-03-29,33,33.0,0.0,0.0,288,275.0,13.0,0.0
183,Bogotá D.C.,2020-03-30,55,52.0,3.0,0.0,343,327.0,16.0,0.0
184,Bogotá D.C.,2020-03-31,40,37.0,3.0,0.0,383,364.0,19.0,0.0
185,Bogotá D.C.,2020-04-01,81,71.0,10.0,0.0,464,435.0,29.0,0.0
186,Bogotá D.C.,2020-04-02,68,64.0,4.0,0.0,532,499.0,33.0,0.0
187,Bogotá D.C.,2020-04-03,44,40.0,4.0,0.0,576,539.0,37.0,0.0
188,Bogotá D.C.,2020-04-04,104,96.0,8.0,0.0,680,635.0,45.0,0.0
189,Bogotá D.C.,2020-04-05,30,25.0,5.0,0.0,710,660.0,50.0,0.0
190,Bogotá D.C.,2020-04-06,51,48.0,3.0,0.0,761,708.0,53.0,0.0
191,Bogotá D.C.,2020-04-07,84,80.0,4.0,0.0,845,788.0,57.0,0.0
192,Bogotá D.C.,2020-04-08,130,122.0,8.0,0.0,975,910.0,65.0,0.0
193,Bogotá D.C.,2020-04-09,36,33.0,3.0,0.0,1011,943.0,68.0,0.0
194,Bogotá D.C.,2020-04-10,88,86.0,2.0,0.0,1099,1029.0,70.0,0.0
195,Bogotá D.C.,2020-04-11,44,40.0,4.0,0.0,1143,1069.0,74.0,0.0
196,Bogotá D.C.,2020-04-12,19,16.0,3.0,0.0,1162,1085.0,77.0,0.0
197,Bogotá D.C.,2020-04-13,24,23.0,1.0,0.0,1186,1108.0,78.0,0.0
198,Bogotá D.C.,2020-04-14,36,33.0,3.0,0.0,1222,1141.0,81.0,0.0
199,Bogotá D.C.,2020-04-15,47,40.0,7.0,0.0,1269,1181.0,88.0,0.0
200,Bogotá D.C.,2020-04-16,43,42.0,1.0,0.0,1312,1223.0,89.0,0.0
201,Bogotá D.C.,2020-04-17,59,59.0,0.0,0.0,1371,1282.0,89.0,0.0
202,Bogotá D.C.,2020-04-18,86,84.0,2.0,0.0,1457,1366.0,91.0,0.0
203,Bogotá D.C.,2020-04-19,119,118.0,1.0,0.0,1576,1484.0,92.0,0.0
204,Bogotá D.C.,2020-04-20,79,77.0,2.0,0.0,1655,1561.0,94.0,0.0
205,Bogotá D.C.,2020-04-21,74,73.0,1.0,0.0,1729,1634.0,95.0,0.0
206,Bogotá D.C.,2020-04-22,84,84.0,0.0,0.0,1813,1718.0,95.0,0.0
207,Bogotá D.C.,2020-04-23,47,42.0,5.0,0.0,1860,1760.0,100.0,0.0
208,Bogotá D.C.,2020-04-24,178,173.0,5.0,0.0,2038,1933.0,105.0,0.0
209,Bogotá D.C.,2020-04-25,89,86.0,3.0,0.0,2127,2019.0,108.0,0.0
210,Bogotá D.C.,2020-04-26,92,89.0,3.0,0.0,2219,2108.0,111.0,0.0
211,Bogotá D.C.,2020-04-27,103,101.0,2.0,0.0,2322,2209.0,113.0,0.0
212,Bogotá D.C.,2020-04-28,64,61.0,3.0,0.0,2386,2270.0,116.0,0.0
213,Bogotá D.C.,2020-04-29,133,127.0,6.0,0.0,2519,2397.0,122.0,0.0
214,Bogotá D.C.,2020-04-30,89,84.0,5.0,0.0,2608,2481.0,127.0,0.0
215,Bogotá D.C.,2020-05-01,147,139.0,8.0,0.0,2755,2620.0,135.0,0.0
216,Bogotá D.C.,2020-05-02,71,69.0,2.0,0.0,2826,2689.0,137.0,0.0
217,Bogotá D.C.,2020-05-03,111,108.0,3.0,0.0,2937,2797.0,140.0,0.0
218,Bogotá D.C.,2020-05-04,127,124.0,3.0,0.0,3064,2921.0,143.0,0.0
219,Bogotá D.C.,2020-05-05,192,178.0,14.0,0.0,3256,3099.0,157.0,0.0
220,Bogotá D.C.,2020-05-06,200,195.0,5.0,0.0,3456,3294.0,162.0,0.0
221,Bogotá D.C.,2020-05-07,130,127.0,3.0,0.0,3586,3421.0,165.0,0.0
222,Bogotá D.C.,2020-05-08,225,215.0,10.0,0.0,3811,3636.0,175.0,0.0
223,Bogotá D.C.,2020-05-09,210,200.0,9.0,1.0,4021,3836.0,184.0,1.0
224,Bogotá D.C.,2020-05-10,128,125.0,2.0,1.0,4149,3961.0,186.0,2.0
225,Bogotá D.C.,2020-05-11,150,147.0,3.0,0.0,4299,4108.0,189.0,2.0
226,Bogotá D.C.,2020-05-12,256,249.0,7.0,0.0,4555,4357.0,196.0,2.0
227,Bogotá D.C.,2020-05-13,121,118.0,3.0,0.0,4676,4475.0,199.0,2.0
228,Bogotá D.C.,2020-05-14,208,204.0,4.0,0.0,4884,4679.0,203.0,2.0
229,Bogotá D.C.,2020-05-15,115,112.0,3.0,0.0,4999,4791.0,206.0,2.0
230,Bogotá D.C.,2020-05-16,277,270.0,6.0,1.0,5276,5061.0,212.0,3.0
231,Bogotá D.C.,2020-05-17,241,238.0,2.0,1.0,5517,5299.0,214.0,4.0
232,Bogotá D.C.,2020-05-18,196,194.0,2.0,0.0,5713,5493.0,216.0,4.0
233,Bogotá D.C.,2020-05-19,216,206.0,10.0,0.0,5929,5699.0,226.0,4.0
234,Bogotá D.C.,2020-05-20,253,248.0,5.0,0.0,6182,5947.0,231.0,4.0
235,Bogotá D.C.,2020-05-21,122,118.0,3.0,1.0,6304,6065.0,234.0,5.0
236,Bogotá D.C.,2020-05-22,280,273.0,7.0,0.0,6584,6338.0,241.0,5.0
237,Bogotá D.C.,2020-05-23,381,369.0,11.0,1.0,6965,6707.0,252.0,6.0
238,Bogotá D.C.,2020-05-24,238,230.0,8.0,0.0,7203,6937.0,260.0,6.0
239,Bogotá D.C.,2020-05-25,177,171.0,5.0,1.0,7380,7108.0,265.0,7.0
240,Bogotá D.C.,2020-05-26,355,349.0,5.0,1.0,7735,7457.0,270.0,8.0
241,Bogotá D.C.,2020-05-27,302,290.0,11.0,1.0,8037,7747.0,281.0,9.0
242,Bogotá D.C.,2020-05-28,488,478.0,10.0,0.0,8525,8225.0,291.0,9.0
243,Bogotá D.C.,2020-05-29,626,614.0,12.0,0.0,9151,8839.0,303.0,9.0
244,Bogotá D.C.,2020-05-30,477,454.0,21.0,2.0,9628,9293.0,324.0,11.0
245,Bogotá D.C.,2020-05-31,351,347.0,3.0,1.0,9979,9640.0,327.0,12.0
246,Bogotá D.C.,2020-06-01,383,372.0,9.0,2.0,10362,10012.0,336.0,14.0
247,Bogotá D.C.,2020-06-02,371,361.0,9.0,1.0,10733,10373.0,345.0,15.0
248,Bogotá D.C.,2020-06-03,504,487.0,13.0,4.0,11237,10860.0,358.0,19.0
249,Bogotá D.C.,2020-06-04,534,513.0,14.0,7.0,11771,11373.0,372.0,26.0
250,Bogotá D.C.,2020-06-05,400,385.0,9.0,6.0,12171,11758.0,381.0,32.0
251,Bogotá D.C.,2020-06-06,376,366.0,5.0,5.0,12547,12124.0,386.0,37.0
252,Bogotá D.C.,2020-06-07,313,298.0,8.0,7.0,12860,12422.0,394.0,44.0
253,Bogotá D.C.,2020-06-08,441,426.0,9.0,6.0,13301,12848.0,403.0,50.0
254,Bogotá D.C.,2020-06-09,380,362.0,13.0,5.0,13681,13210.0,416.0,55.0
255,Bogotá D.C.,2020-06-10,419,404.0,9.0,6.0,14100,13614.0,425.0,61.0
256,Bogotá D.C.,2020-06-11,408,393.0,9.0,6.0,14508,14007.0,434.0,67.0
257,Bogotá D.C.,2020-06-12,404,383.0,14.0,7.0,14912,14390.0,448.0,74.0
258,Bogotá D.C.,2020-06-13,519,488.0,20.0,11.0,15431,14878.0,468.0,85.0
259,Bogotá D.C.,2020-06-14,576,548.0,17.0,11.0,16007,15426.0,485.0,96.0
260,Bogotá D.C.,2020-06-15,367,354.0,7.0,6.0,16374,15780.0,492.0,102.0
261,Bogotá D.C.,2020-06-16,434,392.0,19.0,23.0,16808,16172.0,511.0,125.0
262,Bogotá D.C.,2020-06-17,552,525.0,18.0,9.0,17360,16697.0,529.0,134.0
263,Bogotá D.C.,2020-06-18,785,730.0,34.0,21.0,18145,17427.0,563.0,155.0
264,Bogotá D.C.,2020-06-19,1038,1001.0,25.0,12.0,19183,18428.0,588.0,167.0
265,Bogotá D.C.,2020-06-20,527,488.0,19.0,20.0,19710,18916.0,607.0,187.0
266,Bogotá D.C.,2020-06-21,940,887.0,35.0,18.0,20650,19803.0,642.0,205.0
267,Bogotá D.C.,2020-06-22,833,795.0,21.0,17.0,21483,20598.0,663.0,222.0
268,Bogotá D.C.,2020-06-23,865,820.0,21.0,24.0,22348,21418.0,684.0,246.0
269,Bogotá D.C.,2020-06-24,957,920.0,22.0,15.0,23305,22338.0,706.0,261.0
270,Bogotá D.C.,2020-06-25,1268,1192.0,44.0,32.0,24573,23530.0,750.0,293.0
271,Bogotá D.C.,2020-06-26,895,845.0,28.0,22.0,25468,24375.0,778.0,315.0
272,Bogotá D.C.,2020-06-27,1571,1451.0,65.0,55.0,27039,25826.0,843.0,370.0
273,Bogotá D.C.,2020-06-28,808,753.0,31.0,24.0,27847,26579.0,874.0,394.0
274,Bogotá D.C.,2020-06-29,1391,1315.0,45.0,31.0,29238,27894.0,919.0,425.0
275,Bogotá D.C.,2020-06-30,716,677.0,21.0,18.0,29954,28571.0,940.0,443.0
276,Bogotá D.C.,2020-07-01,1394,1295.0,54.0,45.0,31348,29866.0,994.0,488.0
277,Bogotá D.C.,2020-07-02,1305,1215.0,49.0,41.0,32653,31081.0,1043.0,529.0
278,Bogotá D.C.,2020-07-03,1398,1323.0,36.0,39.0,34051,32404.0,1079.0,568.0
279,Bogotá D.C.,2020-07-04,1131,1047.0,42.0,42.0,35182,33451.0,1121.0,610.0
280,Bogotá D.C.,2020-07-05,1282,1214.0,43.0,25.0,36464,34665.0,1164.0,635.0
281,Bogotá D.C.,2020-07-06,1082,1014.0,44.0,24.0,37546,35679.0,1208.0,659.0
282,Bogotá D.C.,2020-07-07,1605,1477.0,57.0,71.0,39151,37156.0,1265.0,730.0
283,Bogotá D.C.,2020-07-08,1480,1353.0,74.0,53.0,40631,38509.0,1339.0,783.0
284,Bogotá D.C.,2020-07-09,1605,1460.0,64.0,81.0,42236,39969.0,1403.0,864.0
285,Bogotá D.C.,2020-07-10,2699,2568.0,78.0,53.0,44935,42537.0,1481.0,917.0
