,ciudad_de_ubicaci_n,fecha_reporte_web,conteo_confirmados,conteo_recuperado,conteo_fallecidos,casos_activos,acumulado_dia_confirmados,acumulado_dia_recuperado,acumulado_dia_fallecidos,acumulado_dia_activos
286,Bogotá D.C.,2020-07-11,2480,2339.0,78.0,63.0,47415,44876.0,1559.0,980.0
287,Bogotá D.C.,2020-07-12,2113,1980.0,69.0,64.0,49528,46856.0,1628.0,1044.0
288,Bogotá D.C.,2020-07-13,1625,1504.0,52.0,69.0,51153,48360.0,1680.0,1113.0
289,Bogotá D.C.,2020-07-14,1846,1733.0,70.0,43.0,52999,50093.0,1750.0,1156.0
290,Bogotá D.C.,2020-07-15,1923,1771.0,84.0,68.0,54922,51864.0,1834.0,1224.0
291,Bogotá D.C.,2020-07-16,1771,1642.0,70.0,59.0,56693,53506.0,1904.0,1283.0
292,Bogotá D.C.,2020-07-17,2112,1938.0,83.0,91.0,58805,55444.0,1987.0,1374.0
293,Bogotá D.C.,2020-07-18,1484,1369.0,77.0,38.0,60289,56813.0,2064.0,1412.0
294,Bogotá D.C.,2020-07-19,2865,2663.0,107.0,95.0,63154,59476.0,2171.0,1507.0
295,Bogotá D.C.,2020-07-20,2329,2116.0,113.0,100.0,65483,61592.0,2284.0,1607.0
296,Bogotá D.C.,2020-07-21,2255,2042.0,94.0,119.0,67738,63634.0,2378.0,1726.0
297,Bogotá D.C.,2020-07-22,2981,2710.0,142.0,129.0,70719,66344.0,2520.0,1855.0
298,Bogotá D.C.,2020-07-23,3749,3548.0,104.0,97.0,74468,69892.0,2624.0,1952.0
299,Bogotá D.C.,2020-07-24,3281,3016.0,112.0,153.0,77749,72908.0,2736.0,2105.0
300,Bogotá D.C.,2020-07-25,3291,3075.0,99.0,117.0,81040,75983.0,2835.0,2222.0
301,Bogotá D.C.,2020-07-26,3025,2737.0,143.0,145.0,84065,78720.0,2978.0,2367.0
302,Bogotá D.C.,2020-07-27,2636,2512.0,70.0,54.0,86701,81232.0,3048.0,2421.0
303,Bogotá D.C.,2020-07-28,4545,4197.0,166.0,182.0,91246,85429.0,3214.0,2603.0
304,Bogotá D.C.,2020-07-29,3768,3474.0,159.0,135.0,95014,88903.0,3373.0,2738.0
305,Bogotá D.C.,2020-07-30,3010,2851.0,76.0,83.0,98024,91754.0,3449.0,2821.0
306,Bogotá D.C.,2020-07-31,3714,3485.0,115.0,114.0,101738,95239.0,3564.0,2935.0
307,Bogotá D.C.,2020-08-01,2698,2474.0,75.0,149.0,104436,97713.0,3639.0,3084.0
308,Bogotá D.C.,2020-08-02,4577,4257.0,139.0,181.0,109013,101970.0,3778.0,3265.0
309,Bogotá D.C.,2020-08-03,2302,2132.0,81.0,89.0,111315,104102.0,3859.0,3354.0
310,Bogotá D.C.,2020-08-04,2261,2138.0,60.0,63.0,113576,106240.0,3919.0,3417.0
311,Bogotá D.C.,2020-08-05,4247,3914.0,143.0,190.0,117823,110154.0,4062.0,3607.0
312,Bogotá D.C.,2020-08-06,6056,5732.0,155.0,169.0,123879,115886.0,4217.0,3776.0
313,Bogotá D.C.,2020-08-07,2627,2515.0,50.0,62.0,126506,118401.0,4267.0,3838.0
314,Bogotá D.C.,2020-08-08,3486,3301.0,73.0,112.0,129992,121702.0,4340.0,3950.0
315,Bogotá D.C.,2020-08-09,3393,3186.0,97.0,110.0,133385,124888.0,4437.0,4060.0
316,Bogotá D.C.,2020-08-10,3381,3063.0,99.0,219.0,136766,127951.0,4536.0,4279.0
317,Bogotá D.C.,2020-08-11,4959,4722.0,81.0,156.0,141725,132673.0,4617.0,4435.0
318,Bogotá D.C.,2020-08-12,4119,3844.0,94.0,181.0,145844,136517.0,4711.0,4616.0
319,Bogotá D.C.,2020-08-13,3836,3622.0,60.0,154.0,149680,140139.0,4771.0,4770.0
320,Bogotá D.C.,2020-08-14,4504,4263.0,81.0,160.0,154184,144402.0,4852.0,4930.0
321,Bogotá D.C.,2020-08-15,4220,2210.0,81.0,1929.0,158404,146612.0,4933.0,6859.0
322,Bogotá D.C.,2020-08-16,4626,2197.0,62.0,2367.0,163030,148809.0,4995.0,9226.0
323,Bogotá D.C.,2020-08-17,3379,1719.0,42.0,1618.0,166409,150528.0,5037.0,10844.0
324,Bogotá D.C.,2020-08-18,4650,2138.0,54.0,2458.0,171059,152666.0,5091.0,13302.0
325,Bogotá D.C.,2020-08-19,5010,1778.0,97.0,3135.0,176069,154444.0,5188.0,16437.0
326,Bogotá D.C.,2020-08-20,3207,1229.0,80.0,1898.0,179276,155673.0,5268.0,18335.0
327,Bogotá D.C.,2020-08-21,2234,599.0,44.0,1591.0,181510,156272.0,5312.0,19926.0
328,Bogotá D.C.,2020-08-22,4259,2116.0,71.0,2072.0,185769,158388.0,5383.0,21998.0
329,Bogotá D.C.,2020-08-23,2172,502.0,26.0,1644.0,187941,158890.0,5409.0,23642.0
330,Bogotá D.C.,2020-08-24,4426,1243.0,45.0,3138.0,192367,160133.0,5454.0,26780.0
331,Bogotá D.C.,2020-08-25,2485,332.0,30.0,2123.0,194852,160465.0,5484.0,28903.0
332,Bogotá D.C.,2020-08-26,4171,270.0,47.0,3854.0,199023,160735.0,5531.0,32757.0
333,Bogotá D.C.,2020-08-27,2518,146.0,31.0,2341.0,201541,160881.0,5562.0,35098.0
334,Bogotá D.C.,2020-08-28,2181,32.0,14.0,2135.0,203722,160913.0,5576.0,37233.0
335,Bogotá D.C.,2020-08-29,3337,52.0,21.0,3264.0,207059,160965.0,5597.0,40497.0
336,Bogotá D.C.,2020-08-30,1845,11.0,18.0,1816.0,208904,160976.0,5615.0,42313.0
337,Bogotá D.C.,2020-08-31,2048,0.0,13.0,2035.0,210952,160976.0,5628.0,44348.0
338,Bogotá D.C.,2020-09-01,2330,0.0,4.0,2326.0,213282,160976.0,5632.0,46674.0
339,Bogotá D.C.,2020-09-02,3022,0.0,20.0,3002.0,216304,160976.0,5652.0,49676.0
340,Bogotá D.C.,2020-09-03,2931,0.0,0.0,2931.0,219235,160976.0,5652.0,52607.0
341,Cali,2020-03-13,1,1.0,0.0,0.0,1,1.0,0.0,0.0
342,Cali,2020-03-16,2,2.0,0.0,0.0,3,3.0,0.0,0.0
343,Cali,2020-03-17,5,5.0,0.0,0.0,8,8.0,0.0,0.0
344,Cali,2020-03-20,1,1.0,0.0,0.0,9,9.0,0.0,0.0
345,Cali,2020-03-21,6,6.0,0.0,0.0,15,15.0,0.0,0.0
346,Cali,2020-03-22,4,4.0,0.0,0.0,19,19.0,0.0,0.0
347,Cali,2020-03-23,3,2.0,1.0,0.0,22,21.0,1.0,0.0
348,Cali,2020-03-24,23,23.0,0.0,0.0,45,44.0,1.0,0.0
349,Cali,2020-03-25,1,1.0,0.0,0.0,46,45.0,1.0,0.0
350,Cali,2020-03-26,2,2.0,0.0,0.0,48,47.0,1.0,0.0
351,Cali,2020-03-28,8,6.0,1.0,1.0,56,53.0,2.0,1.0
352,Cali,2020-03-29,7,6.0,1.0,0.0,63,59.0,3.0,1.0
353,Cali,2020-03-30,7,5.0,2.0,0.0,70,64.0,5.0,1.0
354,Cali,2020-03-31,8,8.0,0.0,0.0,78,72.0,5.0,1.0
355,Cali,2020-04-01,23,23.0,0.0,0.0,101,95.0,5.0,1.0
356,Cali,2020-04-02,2,2.0,0.0,0.0,103,97.0,5.0,1.0
357,Cali,2020-04-03,13,11.0,2.0,0.0,116,108.0,7.0,1.0
358,Cali,2020-04-04,14,12.0,2.0,0.0,130,120.0,9.0,1.0
359,Cali,2020-04-05,14,14.0,0.0,0.0,144,134.0,9.0,1.0
360,Cali,2020-04-06,9,8.0,1.0,0.0,153,142.0,10.0,1.0
361,Cali,2020-04-07,13,10.0,3.0,0.0,166,152.0,13.0,1.0
362,Cali,2020-04-08,71,66.0,5.0,0.0,237,218.0,18.0,1.0
363,Cali,2020-04-09,31,27.0,4.0,0.0,268,245.0,22.0,1.0
364,Cali,2020-04-10,63,56.0,4.0,3.0,331,301.0,26.0,4.0
365,Cali,2020-04-11,45,37.0,8.0,0.0,376,338.0,34.0,4.0
366,Cali,2020-04-12,6,6.0,0.0,0.0,382,344.0,34.0,4.0
367,Cali,2020-04-13,5,5.0,0.0,0.0,387,349.0,34.0,4.0
368,Cali,2020-04-14,12,11.0,1.0,0.0,399,360.0,35.0,4.0
369,Cali,2020-04-15,15,14.0,1.0,0.0,414,374.0,36.0,4.0
370,Cali,2020-04-16,18,17.0,1.0,0.0,432,391.0,37.0,4.0
371,Cali,2020-04-17,30,28.0,1.0,1.0,462,419.0,38.0,5.0
372,Cali,2020-04-18,12,9.0,2.0,1.0,474,428.0,40.0,6.0
373,Cali,2020-04-19,9,9.0,0.0,0.0,483,437.0,40.0,6.0
374,Cali,2020-04-20,38,36.0,2.0,0.0,521,473.0,42.0,6.0
375,Cali,2020-04-21,24,20.0,1.0,3.0,545,493.0,43.0,9.0
376,Cali,2020-04-22,23,22.0,1.0,0.0,568,515.0,44.0,9.0
377,Cali,2020-04-23,33,30.0,2.0,1.0,601,545.0,46.0,10.0
378,Cali,2020-04-24,17,15.0,2.0,0.0,618,560.0,48.0,10.0
379,Cali,2020-04-25,16,16.0,0.0,0.0,634,576.0,48.0,10.0
380,Cali,2020-04-26,19,17.0,0.0,2.0,653,593.0,48.0,12.0
381,Cali,2020-04-27,6,6.0,0.0,0.0,659,599.0,48.0,12.0
382,Cali,2020-04-28,29,21.0,8.0,0.0,688,620.0,56.0,12.0
383,Cali,2020-04-29,20,18.0,0.0,2.0,708,638.0,56.0,14.0
384,Cali,2020-04-30,37,32.0,2.0,3.0,745,670.0,58.0,17.0
385,Cali,2020-05-01,48,44.0,1.0,3.0,793,714.0,59.0,20.0
386,Cali,2020-05-02,40,38.0,0.0,2.0,833,752.0,59.0,22.0
387,Cali,2020-05-03,2,2.0,0.0,0.0,835,754.0,59.0,22.0
388,Cali,2020-05-04,26,26.0,0.0,0.0,861,780.0,59.0,22.0
389,Cali,2020-05-05,27,23.0,4.0,0.0,888,803.0,63.0,22.0
390,Cali,2020-05-06,39,37.0,1.0,1.0,927,840.0,64.0,23.0
391,Cali,2020-05-07,38,35.0,2.0,1.0,965,875.0,66.0,24.0
392,Cali,2020-05-08,36,32.0,2.0,2.0,1001,907.0,68.0,26.0
393,Cali,2020-05-09,51,46.0,4.0,1.0,1052,953.0,72.0,27.0
394,Cali,2020-05-10,10,9.0,1.0,0.0,1062,962.0,73.0,27.0
395,Cali,2020-05-11,26,24.0,2.0,0.0,1088,986.0,75.0,27.0
396,Cali,2020-05-12,27,26.0,0.0,1.0,1115,1012.0,75.0,28.0
397,Cali,2020-05-13,52,45.0,6.0,1.0,1167,1057.0,81.0,29.0
398,Cali,2020-05-14,64,61.0,3.0,0.0,1231,1118.0,84.0,29.0
399,Cali,2020-05-15,39,39.0,0.0,0.0,1270,1157.0,84.0,29.0
400,Cali,2020-05-16,61,54.0,7.0,0.0,1331,1211.0,91.0,29.0
401,Cali,2020-05-17,69,64.0,5.0,0.0,1400,1275.0,96.0,29.0
402,Cali,2020-05-18,25,19.0,4.0,2.0,1425,1294.0,100.0,31.0
403,Cali,2020-05-19,80,76.0,4.0,0.0,1505,1370.0,104.0,31.0
404,Cali,2020-05-20,66,63.0,3.0,0.0,1571,1433.0,107.0,31.0
405,Cali,2020-05-21,57,55.0,2.0,0.0,1628,1488.0,109.0,31.0
406,Cali,2020-05-22,104,98.0,6.0,0.0,1732,1586.0,115.0,31.0
407,Cali,2020-05-23,79,75.0,4.0,0.0,1811,1661.0,119.0,31.0
408,Cali,2020-05-24,89,87.0,2.0,0.0,1900,1748.0,121.0,31.0
409,Cali,2020-05-25,44,44.0,0.0,0.0,1944,1792.0,121.0,31.0
410,Cali,2020-05-26,133,130.0,3.0,0.0,2077,1922.0,124.0,31.0
411,Cali,2020-05-27,112,110.0,2.0,0.0,2189,2032.0,126.0,31.0
412,Cali,2020-05-28,110,106.0,3.0,1.0,2299,2138.0,129.0,32.0
413,Cali,2020-05-29,96,84.0,11.0,1.0,2395,2222.0,140.0,33.0
414,Cali,2020-05-30,143,138.0,4.0,1.0,2538,2360.0,144.0,34.0
415,Cali,2020-05-31,65,63.0,1.0,1.0,2603,2423.0,145.0,35.0
416,Cali,2020-06-01,80,73.0,5.0,2.0,2683,2496.0,150.0,37.0
417,Cali,2020-06-02,78,71.0,7.0,0.0,2761,2567.0,157.0,37.0
418,Cali,2020-06-03,130,115.0,11.0,4.0,2891,2682.0,168.0,41.0
419,Cali,2020-06-04,82,77.0,4.0,1.0,2973,2759.0,172.0,42.0
420,Cali,2020-06-05,116,105.0,5.0,6.0,3089,2864.0,177.0,48.0
421,Cali,2020-06-06,122,118.0,2.0,2.0,3211,2982.0,179.0,50.0
422,Cali,2020-06-07,47,41.0,5.0,1.0,3258,3023.0,184.0,51.0
423,Cali,2020-06-08,166,158.0,6.0,2.0,3424,3181.0,190.0,53.0
424,Cali,2020-06-09,115,112.0,1.0,2.0,3539,3293.0,191.0,55.0
425,Cali,2020-06-10,111,98.0,4.0,9.0,3650,3391.0,195.0,64.0
426,Cali,2020-06-11,221,216.0,3.0,2.0,3871,3607.0,198.0,66.0
427,Cali,2020-06-12,110,105.0,3.0,2.0,3981,3712.0,201.0,68.0
428,Cali,2020-06-13,144,127.0,9.0,8.0,4125,3839.0,210.0,76.0
429,Cali,2020-06-14,160,153.0,3.0,4.0,4285,3992.0,213.0,80.0
430,Cali,2020-06-15,177,162.0,8.0,7.0,4462,4154.0,221.0,87.0
431,Cali,2020-06-16,125,112.0,6.0,7.0,4587,4266.0,227.0,94.0
432,Cali,2020-06-17,168,157.0,8.0,3.0,4755,4423.0,235.0,97.0
433,Cali,2020-06-18,222,204.0,11.0,7.0,4977,4627.0,246.0,104.0
434,Cali,2020-06-19,165,141.0,15.0,9.0,5142,4768.0,261.0,113.0
435,Cali,2020-06-20,160,145.0,4.0,11.0,5302,4913.0,265.0,124.0
436,Cali,2020-06-21,203,197.0,4.0,2.0,5505,5110.0,269.0,126.0
437,Cali,2020-06-22,108,103.0,3.0,2.0,5613,5213.0,272.0,128.0
438,Cali,2020-06-23,189,172.0,9.0,8.0,5802,5385.0,281.0,136.0
439,Cali,2020-06-24,315,284.0,17.0,14.0,6117,5669.0,298.0,150.0
440,Cali,2020-06-25,280,253.0,9.0,18.0,6397,5922.0,307.0,168.0
441,Cali,2020-06-26,209,192.0,8.0,9.0,6606,6114.0,315.0,177.0
442,Cali,2020-06-27,265,233.0,9.0,23.0,6871,6347.0,324.0,200.0
443,Cali,2020-06-28,127,115.0,4.0,8.0,6998,6462.0,328.0,208.0
444,Cali,2020-06-29,91,81.0,3.0,7.0,7089,6543.0,331.0,215.0
445,Cali,2020-06-30,256,237.0,11.0,8.0,7345,6780.0,342.0,223.0
446,Cali,2020-07-01,422,376.0,18.0,28.0,7767,7156.0,360.0,251.0
447,Cali,2020-07-02,300,262.0,10.0,28.0,8067,7418.0,370.0,279.0
448,Cali,2020-07-03,245,230.0,4.0,11.0,8312,7648.0,374.0,290.0
449,Cali,2020-07-04,374,327.0,18.0,29.0,8686,7975.0,392.0,319.0
450,Cali,2020-07-05,141,123.0,11.0,7.0,8827,8098.0,403.0,326.0
451,Cali,2020-07-06,179,163.0,5.0,11.0,9006,8261.0,408.0,337.0
452,Cali,2020-07-07,262,230.0,16.0,16.0,9268,8491.0,424.0,353.0
453,Cali,2020-07-08,313,284.0,10.0,19.0,9581,8775.0,434.0,372.0
454,Cali,2020-07-09,393,318.0,31.0,44.0,9974,9093.0,465.0,416.0
455,Cali,2020-07-10,453,415.0,16.0,22.0,10427,9508.0,481.0,438.0
456,Cali,2020-07-11,216,187.0,8.0,21.0,10643,9695.0,489.0,459.0
457,Cali,2020-07-12,192,167.0,9.0,16.0,10835,9862.0,498.0,475.0
458,Cali,2020-07-13,232,200.0,8.0,24.0,11067,10062.0,506.0,499.0
459,Cali,2020-07-14,274,243.0,8.0,23.0,11341,10305.0,514.0,522.0
460,Cali,2020-07-15,462,413.0,23.0,26.0,11803,10718.0,537.0,548.0
461,Cali,2020-07-16,297,253.0,13.0,31.0,12100,10971.0,550.0,579.0
462,Cali,2020-07-17,390,347.0,21.0,22.0,12490,11318.0,571.0,601.0
463,Cali,2020-07-18,569,542.0,12.0,15.0,13059,11860.0,583.0,616.0
464,Cali,2020-07-19,171,165.0,5.0,1.0,13230,12025.0,588.0,617.0
465,Cali,2020-07-20,364,342.0,10.0,12.0,13594,12367.0,598.0,629.0
466,Cali,2020-07-21,317,262.0,24.0,31.0,13911,12629.0,622.0,660.0
467,Cali,2020-07-22,623,555.0,28.0,40.0,14534,13184.0,650.0,700.0
468,Cali,2020-07-23,597,541.0,20.0,36.0,15131,13725.0,670.0,736.0
469,Cali,2020-07-24,393,338.0,21.0,34.0,15524,14063.0,691.0,770.0
470,Cali,2020-07-25,388,333.0,22.0,33.0,15912,14396.0,713.0,803.0
471,Cali,2020-07-26,519,478.0,16.0,25.0,16431,14874.0,729.0,828.0
472,Cali,2020-07-27,422,392.0,19.0,11.0,16853,15266.0,748.0,839.0
473,Cali,2020-07-28,536,487.0,24.0,25.0,17389,15753.0,772.0,864.0
474,Cali,2020-07-29,317,273.0,20.0,24.0,17706,16026.0,792.0,888.0
475,Cali,2020-07-30,698,629.0,26.0,43.0,18404,16655.0,818.0,931.0
476,Cali,2020-07-31,572,536.0,15.0,21.0,18976,17191.0,833.0,952.0
477,Cali,2020-08-01,786,707.0,35.0,44.0,19762,17898.0,868.0,996.0
478,Cali,2020-08-02,493,443.0,23.0,27.0,20255,18341.0,891.0,1023.0
479,Cali,2020-08-03,775,725.0,27.0,23.0,21030,19066.0,918.0,1046.0
480,Cali,2020-08-04,358,310.0,23.0,25.0,21388,19376.0,941.0,1071.0
481,Cali,2020-08-05,818,770.0,19.0,29.0,22206,20146.0,960.0,1100.0
482,Cali,2020-08-06,898,824.0,33.0,41.0,23104,20970.0,993.0,1141.0
483,Cali,2020-08-07,518,493.0,12.0,13.0,23622,21463.0,1005.0,1154.0
484,Cali,2020-08-08,389,364.0,13.0,12.0,24011,21827.0,1018.0,1166.0
485,Cali,2020-08-09,678,642.0,15.0,21.0,24689,22469.0,1033.0,1187.0
486,Cali,2020-08-10,262,229.0,9.0,24.0,24951,22698.0,1042.0,1211.0
487,Cali,2020-08-11,681,623.0,23.0,35.0,25632,23321.0,1065.0,1246.0
488,Cali,2020-08-12,1651,1587.0,23.0,41.0,27283,24908.0,1088.0,1287.0
489,Cali,2020-08-13,668,621.0,21.0,26.0,27951,25529.0,1109.0,1313.0
490,Cali,2020-08-14,554,524.0,10.0,20.0,28505,26053.0,1119.0,1333.0
491,Cali,2020-08-15,531,504.0,15.0,12.0,29036,26557.0,1134.0,1345.0
492,Cali,2020-08-16,442,422.0,5.0,15.0,29478,26979.0,1139.0,1360.0
493,Cali,2020-08-17,334,279.0,16.0,39.0,29812,27258.0,1155.0,1399.0
494,Cali,2020-08-18,819,728.0,23.0,68.0,30631,27986.0,1178.0,1467.0
495,Cali,2020-08-19,829,673.0,24.0,132.0,31460,28659.0,1202.0,1599.0
496,Cali,2020-08-20,993,785.0,29.0,179.0,32453,29444.0,1231.0,1778.0
497,Cali,2020-08-21,497,289.0,9.0,199.0,32950,29733.0,1240.0,1977.0
498,Cali,2020-08-22,526,308.0,9.0,209.0,33476,30041.0,1249.0,2186.0
499,Cali,2020-08-23,273,99.0,11.0,163.0,33749,30140.0,1260.0,2349.0
500,Cali,2020-08-24,477,167.0,4.0,306.0,34226,30307.0,1264.0,2655.0
501,Cali,2020-08-25,587,200.0,22.0,365.0,34813,30507.0,1286.0,3020.0
502,Cali,2020-08-26,227,24.0,7.0,196.0,35040,30531.0,1293.0,3216.0
503,Cali,2020-08-27,395,82.0,2.0,311.0,35435,30613.0,1295.0,3527.0
504,Cali,2020-08-28,368,22.0,7.0,339.0,35803,30635.0,1302.0,3866.0
505,Cali,2020-08-29,326,6.0,5.0,315.0,36129,30641.0,1307.0,4181.0
506,Cali,2020-08-30,334,2.0,5.0,327.0,36463,30643.0,1312.0,4508.0
507,Cali,2020-08-31,308,0.0,2.0,306.0,36771,30643.0,1314.0,4814.0
508,Cali,2020-09-01,564,1.0,5.0,558.0,37335,30644.0,1319.0,5372.0
509,Cali,2020-09-02,382,0.0,1.0,381.0,37717,30644.0,1320.0,5753.0
510,Cali,2020-09-03,261,0.0,0.0,261.0,37978,30644.0,1320.0,6014.0
511,Cartagena de Indias,2020-03-11,1,1.0,0.0,0.0,1,1.0,0.0,0.0
512,Cartagena de Indias,2020-03-15,2,2.0,0.0,0.0,3,3.0,0.0,0.0
513,Cartagena de Indias,2020-03-16,2,1.0,1.0,0.0,5,4.0,1.0,0.0
514,Cartagena de Indias,2020-03-17,1,1.0,0.0,0.0,6,5.0,1.0,0.0
515,Cartagena de Indias,2020-03-18,3,3.0,0.0,0.0,9,8.0,1.0,0.0
516,Cartagena de Indias,2020-03-19,1,1.0,0.0,0.0,10,9.0,1.0,0.0
517,Cartagena de Indias,2020-03-20,1,1.0,0.0,0.0,11,10.0,1.0,0.0
518,Cartagena de Indias,2020-03-21,4,4.0,0.0,0.0,15,14.0,1.0,0.0
519,Cartagena de Indias,2020-03-23,1,1.0,0.0,0.0,16,15.0,1.0,0.0
520,Cartagena de Indias,2020-03-24,5,5.0,0.0,0.0,21,20.0,1.0,0.0
521,Cartagena de Indias,2020-03-25,5,5.0,0.0,0.0,26,25.0,1.0,0.0
522,Cartagena de Indias,2020-03-28,1,1.0,0.0,0.0,27,26.0,1.0,0.0
523,Cartagena de Indias,2020-03-29,7,6.0,1.0,0.0,34,32.0,2.0,0.0
524,Cartagena de Indias,2020-03-30,3,2.0,1.0,0.0,37,34.0,3.0,0.0
525,Cartagena de Indias,2020-03-31,2,2.0,0.0,0.0,39,36.0,3.0,0.0
526,Cartagena de Indias,2020-04-03,3,3.0,0.0,0.0,42,39.0,3.0,0.0
527,Cartagena de Indias,2020-04-06,11,10.0,1.0,0.0,53,49.0,4.0,0.0
528,Cartagena de Indias,2020-04-07,3,1.0,2.0,0.0,56,50.0,6.0,0.0
529,Cartagena de Indias,2020-04-08,9,9.0,0.0,0.0,65,59.0,6.0,0.0
530,Cartagena de Indias,2020-04-09,14,10.0,4.0,0.0,79,69.0,10.0,0.0
531,Cartagena de Indias,2020-04-10,21,20.0,1.0,0.0,100,89.0,11.0,0.0
532,Cartagena de Indias,2020-04-11,8,7.0,1.0,0.0,108,96.0,12.0,0.0
533,Cartagena de Indias,2020-04-12,6,6.0,0.0,0.0,114,102.0,12.0,0.0
534,Cartagena de Indias,2020-04-13,10,10.0,0.0,0.0,124,112.0,12.0,0.0
535,Cartagena de Indias,2020-04-14,9,7.0,2.0,0.0,133,119.0,14.0,0.0
536,Cartagena de Indias,2020-04-15,14,12.0,2.0,0.0,147,131.0,16.0,0.0
537,Cartagena de Indias,2020-04-16,8,7.0,1.0,0.0,155,138.0,17.0,0.0
538,Cartagena de Indias,2020-04-17,5,4.0,0.0,1.0,160,142.0,17.0,1.0
539,Cartagena de Indias,2020-04-18,10,9.0,0.0,1.0,170,151.0,17.0,2.0
540,Cartagena de Indias,2020-04-19,1,1.0,0.0,0.0,171,152.0,17.0,2.0
541,Cartagena de Indias,2020-04-20,9,9.0,0.0,0.0,180,161.0,17.0,2.0
542,Cartagena de Indias,2020-04-21,3,1.0,2.0,0.0,183,162.0,19.0,2.0
543,Cartagena de Indias,2020-04-23,4,2.0,1.0,1.0,187,164.0,20.0,3.0
544,Cartagena de Indias,2020-04-24,11,9.0,1.0,1.0,198,173.0,21.0,4.0
545,Cartagena de Indias,2020-04-25,6,3.0,2.0,1.0,204,176.0,23.0,5.0
546,Cartagena de Indias,2020-04-26,14,13.0,1.0,0.0,218,189.0,24.0,5.0
547,Cartagena de Indias,2020-04-27,3,3.0,0.0,0.0,221,192.0,24.0,5.0
548,Cartagena de Indias,2020-04-28,13,13.0,0.0,0.0,234,205.0,24.0,5.0
549,Cartagena de Indias,2020-04-29,10,4.0,3.0,3.0,244,209.0,27.0,8.0
550,Cartagena de Indias,2020-04-30,25,24.0,1.0,0.0,269,233.0,28.0,8.0
551,Cartagena de Indias,2020-05-01,14,11.0,1.0,2.0,283,244.0,29.0,10.0
552,Cartagena de Indias,2020-05-02,25,18.0,4.0,3.0,308,262.0,33.0,13.0
553,Cartagena de Indias,2020-05-03,17,15.0,2.0,0.0,325,277.0,35.0,13.0
554,Cartagena de Indias,2020-05-04,17,14.0,2.0,1.0,342,291.0,37.0,14.0
555,Cartagena de Indias,2020-05-05,31,25.0,3.0,3.0,373,316.0,40.0,17.0
556,Cartagena de Indias,2020-05-06,24,21.0,3.0,0.0,397,337.0,43.0,17.0
557,Cartagena de Indias,2020-05-07,5,4.0,0.0,1.0,402,341.0,43.0,18.0
558,Cartagena de Indias,2020-05-08,92,78.0,11.0,3.0,494,419.0,54.0,21.0
559,Cartagena de Indias,2020-05-09,45,41.0,2.0,2.0,539,460.0,56.0,23.0
560,Cartagena de Indias,2020-05-10,92,83.0,8.0,1.0,631,543.0,64.0,24.0
561,Cartagena de Indias,2020-05-11,56,49.0,6.0,1.0,687,592.0,70.0,25.0
562,Cartagena de Indias,2020-05-12,84,79.0,5.0,0.0,771,671.0,75.0,25.0
563,Cartagena de Indias,2020-05-13,108,99.0,9.0,0.0,879,770.0,84.0,25.0
564,Cartagena de Indias,2020-05-14,107,102.0,4.0,1.0,986,872.0,88.0,26.0
565,Cartagena de Indias,2020-05-15,89,82.0,7.0,0.0,1075,954.0,95.0,26.0
566,Cartagena de Indias,2020-05-16,125,116.0,7.0,2.0,1200,1070.0,102.0,28.0
567,Cartagena de Indias,2020-05-17,57,57.0,0.0,0.0,1257,1127.0,102.0,28.0
568,Cartagena de Indias,2020-05-18,129,122.0,6.0,1.0,1386,1249.0,108.0,29.0
569,Cartagena de Indias,2020-05-19,75,67.0,8.0,0.0,1461,1316.0,116.0,29.0
570,Cartagena de Indias,2020-05-20,86,76.0,9.0,1.0,1547,1392.0,125.0,30.0
571,Cartagena de Indias,2020-05-21,122,114.0,8.0,0.0,1669,1506.0,133.0,30.0
572,Cartagena de Indias,2020-05-22,45,42.0,3.0,0.0,1714,1548.0,136.0,30.0
